# Rime user dictionary
#@/db_name	luwei.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	29023
#@/user_id	Win10-weasel
fou ze 	否則	c=4 d=1 t=22694
fu 	付	c=1 d=1 t=17797
fu 	父	c=1 d=1 t=24679
fu 	膚	c=0 d=0.1 t=13030
fu dan 	負擔	c=2 d=1.00001 t=26208
fu di mo 	伏地魔	c=1 d=1 t=10726
fu di mo 	扶弟魔	c=1 d=1 t=10727
fu du 	復讀	c=2 d=1 t=28612
fu gai 	覆蓋	c=1 d=1 t=16474
fu gong 	復工	c=1 d=1 t=27781
fu hao 	符號	c=1 d=1 t=16331
fu he 	符合	c=8 d=1.00001 t=28097
fu he 	複合	c=1 d=1 t=16550
fu mu 	父母	c=9 d=1 t=27945
fu qi 	服氣	c=1 d=1 t=19347
fu rong 	芙蓉	c=0 d=0.1 t=1111
fu rong lou 	芙蓉樓	c=1 d=1 t=1112
fu ruan 	服軟	c=2 d=1.97531 t=14072
fu ruo ning zhi 	膚若凝脂	c=1 d=1 t=13031
fu se 	膚色	c=3 d=1 t=13033
fu shu xing shi 	複數形式	c=1 d=1 t=25069
fu wu 	服務	c=2 d=1.00411 t=15532
fu wu qi 	服務器	c=1 d=1 t=23801
fu xi 	複習	c=2 d=1.17464 t=1725
fu xie 	腹瀉	c=1 d=1 t=27402
fu yan 	敷演	c=1 d=1 t=14725
fu yan 	敷衍	c=1 d=1 t=14726
fu yang 	富養	c=1 d=1 t=3603
fu yong 	復用	c=1 d=1 t=14214
fu yu 	賦予	c=1 d=1 t=12916
fu za 	複雜	c=4 d=1.00015 t=28102
fu zai 	負載	c=1 d=1 t=15759
fu ze 	負責	c=3 d=1.98511 t=15818
fu zhi dao 	複製到	c=1 d=1 t=2006
fu zhuang 	服裝	c=1 d=1 t=12915
ga zhi wo 	胳肢窝	c=1 d=1 t=12420
gai 	改	c=1 d=1.00074 t=1985
gai 	該	c=2 d=1 t=28966
gai bian 	改變	c=25 d=1.01597 t=28730
gai bian de 	改变的	c=1 d=1 t=10424
gai bian le 	改变了	c=2 d=1 t=17341
gai dai ma 	改代码	c=1 d=1 t=14192
gai de 	改得	c=1 d=1 t=1334
gai ge 	改革	c=2 d=1 t=17729
gai hang 	改行	c=1 d=1 t=27530
gai jin 	改進	c=1 d=1 t=13178
gai lv 	概率	c=2 d=1.23812 t=24703
gai shan 	改善	c=2 d=1 t=28258
gai yi xia 	改一下	c=1 d=1 t=960
gai zao 	改造	c=3 d=1 t=16750
gai zheng 	改正	c=3 d=1 t=25850
gai zuo 	該做	c=1 d=1 t=2098
gan 	感	c=3 d=0.1 t=12892
gan 	敢	c=2 d=1 t=15542
gan 	趕	c=1 d=1 t=17019
gan bu 	敢不	c=1 d=1 t=28552
gan ga 	尷尬	c=13 d=1.68761 t=14688
gan guo 	幹過	c=1 d=1 t=688
gan ji 	感激	c=1 d=1 t=17981
gan jin 	趕緊	c=4 d=1 t=27787
gan jue 	感覺	c=97 d=0.280927 t=29023
gan jue shi 	感觉是	c=1 d=1 t=14674
gan kai 	感慨	c=0 d=0.1 t=21381
gan kai liang duo 	感慨良多	c=1 d=1 t=21382
gan le 	乾了	c=2 d=1 t=21191
gan ma 	幹嘛	c=5 d=1.99015 t=23753
gan mang 	趕忙	c=1 d=1 t=27482
gan mao 	感冒	c=5 d=1.0038 t=22137
gan ni 	趕你	c=1 d=1 t=22947
gan qing 	感情	c=3 d=1 t=10092
gan ran 	感染	c=1 d=1 t=27909
gan sha 	幹啥	c=1 d=1 t=27905
gan shang 	趕上	c=2 d=0.767206 t=29023
gan shi 	幹事	c=2 d=1 t=22964
gan shou 	感受	c=7 d=1 t=13343
gan tan 	感嘆	c=1 d=1 t=21404
gan wan 	幹完	c=0 d=0.1 t=27773
gan wan le 	幹完了	c=1 d=1 t=27774
gan xie 	感謝	c=5 d=1 t=18673
gan xing 	感性	c=3 d=1 t=24349
gan xing qu 	感興趣	c=1 d=1 t=15291
gan zao 	乾燥	c=5 d=1.00165 t=23523
gan zhi 	感知	c=4 d=1.08063 t=25574
gan zhi dao 	感知到	c=1 d=1 t=25587
gang 	剛	c=3 d=1 t=19305
gang 	崗	c=0 d=0.1 t=8016
gang bi 	鋼筆	c=1 d=1 t=22375
gang chu 	剛出	c=1 d=1 t=19980
gang dao 	剛到	c=1 d=1 t=9657
gang ding 	崗頂	c=1 d=1 t=20308
gang gang 	剛剛	c=4 d=1 t=22353
gang kai shi 	剛開始	c=4 d=1 t=19806
gang lai de 	剛來的	c=1 d=1 t=12307
gang qin 	鋼琴	c=2 d=1.1437 t=16531
gang qu 	剛去	c=0 d=0.1 t=7350
gang qu de 	剛去的	c=1 d=1 t=7351
gao 	搞	c=10 d=0.1 t=23318
gao 	高	c=10 d=1.79405 t=23440
gao bu dong 	搞不懂	c=1 d=1 t=5803
gao bu qi lai 	搞不起來	c=1 d=1 t=15358
gao chao 	高超	c=1 d=1 t=26414
gao chu 	搞出	c=1 d=1 t=27952
gao chu 	高出	c=1 d=1 t=27951
gao ci 	告辭	c=1 d=1 t=14611
gao dao 	搞到	c=1 d=1 t=2392
gao de 	搞的	c=3 d=1 t=23718
gao de wo 	搞的我	c=1 d=1 t=2173
gao deng shu xue 	高等數學	c=1 d=1 t=523
gao dong 	搞懂	c=1 d=1 t=17233
gao du 	高度	c=1 d=1 t=4026
gao er fu 	高爾夫	c=1 d=1 t=16424
gao gao gua qi 	高高挂起	c=1 d=1 t=15594
gao gui 	高貴	c=1 d=1 t=13013
gao hao 	搞好	c=7 d=1 t=28255
gao ji 	高級	c=3 d=2.34718 t=24296
gao le 	搞了	c=3 d=1 t=7944
gao shu 	高數	c=1 d=1 t=1352
gao su 	告訴	c=1 d=1 t=10175
gao tie 	高鐵	c=1 d=1 t=27477
gao tie shang 	高鐵上	c=1 d=1 t=9820
gao wo 	搞我	c=3 d=1.08543 t=19890
gao xiao 	搞笑	c=14 d=0.209484 t=27866
gao xiao 	高效	c=3 d=0.628135 t=29023
gao xiao 	高校	c=2 d=1.94649 t=23272
gao xiao de 	高效的	c=1 d=1 t=23116
gao xing 	高興	c=3 d=1.90032 t=12487
gao xue shu 	搞學術	c=1 d=1 t=23319
gao ya 	高壓	c=1 d=1 t=13316
gao yi 	高一	c=0 d=0.1 t=24148
gao yi deng ji 	高一等級	c=1 d=1 t=24149
gao yu 	高於	c=1 d=1 t=24303
gao zhang 	高漲	c=1 d=1 t=26296
gao zhong 	高中	c=13 d=1.00007 t=28529
ge 	個	c=39 d=2.08278 t=28123
ge 	割	c=1 d=1.0343 t=11107
ge 	各	c=1 d=1 t=15274
ge 	哥	c=9 d=1.19074 t=28365
ge 	歌	c=2 d=1.34819 t=16456
ge ben dong xi 	各奔東西	c=1 d=1 t=11920
ge bi 	隔壁	c=3 d=1 t=9843
ge bi ban 	隔壁班	c=1 d=1 t=4463
ge bu xiang tong 	各不相同	c=1 d=1 t=24691
ge ci 	歌詞	c=1 d=1 t=22326
ge de 	各得	c=1 d=1 t=18842
ge diao 	格調	c=0 d=0.1 t=10629
ge ge 	各個	c=3 d=1.65051 t=24706
ge ge 	哥哥	c=3 d=2.89786 t=5575
ge ge hang ye 	各個行業	c=1 d=1 t=17720
ge ji 	歌姬	c=1 d=1 t=16711
ge jiu cai 	割韭菜	c=2 d=1.00021 t=12583
ge ju 	格局	c=1 d=1 t=27023
ge qu 	歌曲	c=8 d=1.07065 t=22887
ge ren 	個人	c=23 d=1.00001 t=25910
ge ren ci ku 	個人詞庫	c=1 d=1 t=1964
ge shi 	各式	c=1 d=1 t=3176
ge shi 	格式	c=5 d=1 t=11600
ge wei 	各位	c=0 d=0.0778801 t=29023
ge xiao shi 	个小时	c=1 d=1 t=1919
ge xing 	個性	c=2 d=1.99501 t=3655
ge yang 	各樣	c=1 d=1 t=20735
ge yi 	各異	c=1 d=1 t=16670
ge zhong 	各種	c=10 d=1 t=24837
ge zhong ge yang 	各種各樣	c=1 d=1 t=930
ge zi 	格子	c=1 d=1 t=12773
gei 	給	c=24 d=1.02367 t=28026
gei ding 	給定	c=0 d=0.1 t=15610
gei ding de 	給定的	c=1 d=1 t=15611
gei le 	給了	c=4 d=1 t=20101
gei ni 	給你	c=2 d=1 t=18564
gei qian 	給錢	c=1 d=1 t=7949
gei ta 	給他	c=1 d=1 t=27084
gei ta 	給她	c=4 d=1.00149 t=9654
gei wo 	給我	c=11 d=1 t=26690
gei wo le 	給我了	c=1 d=1 t=8160
gen 	跟	c=48 d=1.30963 t=28338
gen ben 	根本	c=22 d=2.62123 t=28398
gen bie ren 	跟別人	c=1 d=1 t=25505
gen bu 	根部	c=1 d=1 t=4038
gen cong 	跟從	c=1 d=1 t=12119
gen feng 	跟風	c=2 d=1 t=15188
gen ge 	跟个	c=2 d=1 t=19377
gen ji 	根基	c=1 d=1 t=24576
gen ju 	根據	c=12 d=3.61967 t=25843
gen ni 	跟你	c=1 d=1 t=3291
gen ta 	跟他	c=3 d=1.71892 t=9976
gen ta 	跟她	c=5 d=1 t=18720
gen ta men 	跟他們	c=3 d=1 t=12033
gen ta shuo 	跟他说	c=2 d=1 t=23074
gen wo 	跟我	c=9 d=2.83272 t=20132
gen yuan 	根源	c=1 d=1 t=9085
gen zhe ge 	跟这个	c=1 d=1 t=28275
geng 	更	c=11 d=1.00007 t=26920
geng 	梗	c=1 d=1 t=15182
geng bu 	更不	c=0 d=0.1 t=14742
geng bu yao 	更不要	c=1 d=1 t=14743
geng cha 	更差	c=1 d=1 t=19574
geng di 	更低	c=2 d=1 t=16853
geng duo 	更多	c=2 d=1.93239 t=24001
geng gao 	更高	c=1 d=1 t=13134
geng hao 	更好	c=3 d=1 t=22191
geng jia 	更加	c=8 d=1.0423 t=25203
geng ke xiao 	更可笑	c=1 d=1 t=8940
geng kou yu 	更口語	c=1 d=1 t=11193
geng kuai 	更快	c=1 d=1 t=3819
geng qiang 	更強	c=1 d=1 t=24336
geng xiao 	更小	c=1 d=1 t=16490
geng xin 	更新	c=1 d=1 t=1823
geng zhi 	耿直	c=2 d=1.9802 t=14718
geng zhong yao 	更重要	c=1 d=1 t=26921
gong 	功	c=0 d=0.1 t=16207
gong 	攻	c=1 d=1 t=22341
gong an ju 	公安局	c=1 d=1 t=8733
gong cun 	共存	c=1 d=1 t=27746
gong jiao 	公交	c=1 d=1 t=7610
gong ju 	工具	c=0 d=0.1 t=19016
gong ju ren 	工具人	c=2 d=1.97531 t=19022
gong ke 	工科	c=2 d=1.8825 t=21347
gong lao 	功勞	c=1 d=1 t=26764
gong li 	公理	c=1 d=1 t=26438
gong li hua 	公理化	c=1 d=1 t=25139
gong neng 	功能	c=6 d=0.25924 t=29023
gong qiu 	供求	c=1 d=1 t=16887
gong shi 	公式	c=1 d=1 t=26441
gong shi 	共識	c=1 d=1 t=14454
gong si 	公司	c=17 d=5.31373 t=22128
gong tong 	公同	c=1 d=1 t=24629
gong xin li 	公信力	c=1 d=1 t=16662
gong yuan 	公園	c=4 d=1.94484 t=20297
gong yue 	公約	c=1 d=1 t=15504
gong zi 	工資	c=5 d=2.05802 t=15803
gong zuo 	工作	c=70 d=4.89727 t=29023
gong zuo de 	工作的	c=1 d=1 t=13238
gong zuo ji qi 	工作機器	c=1 d=1 t=12536
gong zuo ji zhi 	工作機制	c=1 d=1 t=17158
gong zuo le 	工作了	c=1 d=1 t=7621
gong zuo ren wu 	工作任務	c=1 d=1 t=760
gong zuo zhong 	工作中	c=3 d=1 t=10882
gou 	夠	c=13 d=1 t=28882
gou 	狗	c=3 d=1.03491 t=6623
gou 	購	c=1 d=1 t=2688
gou bing 	詬病	c=1 d=1 t=15416
gou duo 	夠多	c=0 d=0.1 t=13774
gou duo le 	夠多了	c=1 d=1 t=13775
gou li 	溝裏	c=0 d=0.1 t=6503
gou tong 	溝通	c=9 d=1 t=25950
gou tong hui 	溝通會	c=1 d=1 t=785
gou wu che 	購物車	c=1 d=1 t=13053
gou yin 	勾引	c=0 d=0.1 t=15238
gou yin ren 	勾引人	c=1 d=1 t=15239
gou yong 	夠用	c=1 d=1 t=2652
gou zao 	構造	c=1 d=1 t=25305
gu 	股	c=0 d=0.1 t=27043
gu dan 	孤單	c=1 d=1 t=27494
gu di 	谷地	c=1 d=1 t=9480
gu ding 	固定	c=3 d=0.313486 t=29023
gu du 	孤獨	c=2 d=1 t=6210
gu fen 	股分	c=1 d=1 t=7961
gu ge 	谷歌	c=1 d=1 t=1809
gu hua 	固化	c=2 d=1.9802 t=24788
gu hua 	固話	c=2 d=1.09976 t=24782
gu ji 	估計	c=10 d=1 t=27783
gu ji 	顧及	c=1 d=1 t=13846
gu niang 	姑娘	c=1 d=1 t=4506
gu nong xuan xu 	故弄玄虛	c=1 d=1 t=10331
gu qie 	姑且	c=1 d=1 t=21374
gu shi 	故事	c=1 d=1 t=4494
gu xiong sha ren 	股兇殺人	c=1 d=1 t=27044
gu yi 	故意	c=4 d=1 t=27673
gu you 	固有	c=1 d=1 t=25131
gu zhang 	故障	c=3 d=1 t=28925
gu zhang 	臌脹	c=1 d=1 t=2124
gu zi 	股子	c=1 d=1 t=28422
gu zi 	骨子	c=1 d=1 t=28423
gua 	掛	c=1 d=1 t=8188
gua gua 	呱呱	c=1 d=1 t=8247
gua ji 	掛機	c=1 d=1 t=27272
gua zi lian 	瓜子臉	c=1 d=1 t=4002
guai 	乖	c=1 d=1 t=10582
guai qiao 	乖巧	c=3 d=1.76338 t=10633
guan 	管	c=9 d=1 t=27914
guan 	觀	c=0 d=0.189583 t=12686
guan 	關	c=1 d=1 t=21279
guan ai 	關愛	c=1 d=1 t=18549
guan cha 	觀察	c=3 d=1 t=22970
guan dian 	觀點	c=8 d=3.78045 t=19005
guan fang 	官方	c=1 d=1 t=27878
guan jian 	關鍵	c=1 d=1 t=18244
guan jian ci 	關鍵詞	c=1 d=1 t=25070
guan li 	管理	c=14 d=0.346402 t=29023
guan li zhe 	管理者	c=1 d=1 t=15860
guan men 	關門	c=1 d=1 t=25968
guan xi 	關係	c=16 d=0.213733 t=28275
guan xi hu 	關係戶	c=2 d=1.75578 t=8528
guan yu 	關於	c=17 d=1.63142 t=25126
guan yu ai qing 	關於愛情	c=1 d=1 t=10514
guan zhu 	關注	c=3 d=1 t=11404
guan zhuang 	冠狀	c=1 d=1 t=27855
guang 	光	c=2 d=0.127454 t=29023
guang fan 	廣泛	c=1 d=1 t=3101
guang gao 	廣告	c=1 d=1 t=15341
guang guai lu li 	光怪陸離	c=1 d=1 t=9253
guang le 	逛了	c=2 d=1.01031 t=7260
guang mao 	廣袤	c=1 d=1 t=24616
guang ming 	光明	c=1 d=1 t=12942
guang xian 	光線	c=1 d=1 t=21775
guang yin 	光陰	c=1 d=1 t=8253
guang zhou 	廣州	c=11 d=1 t=27472
guang zhou ta 	廣州塔	c=3 d=2.08985 t=7643
gui 	歸	c=2 d=1 t=13361
gui 	貴	c=2 d=1.00005 t=27446
gui gui sui sui 	鬼鬼祟祟	c=2 d=1 t=12733
gui lv 	規律	c=12 d=6.09099 t=25363
gui na 	歸納	c=1 d=1 t=12902
gui o 	鬼哦	c=0 d=0.1 t=17329
gui yu 	鮭魚	c=0 d=0.1 t=7696
gui ze 	規則	c=2 d=0.1 t=14446
gui ze lei 	規則類	c=1 d=1 t=14447
gui zhou 	貴州	c=1 d=1 t=6643
gui zu 	貴族	c=1 d=1 t=13021
guo 	過	c=28 d=2.04464 t=28733
guo cheng 	過程	c=3 d=1.93707 t=23695
guo cuo 	過錯	c=1 d=1 t=18082
guo de 	過得	c=3 d=1.00204 t=20043
guo du 	過度	c=1 d=1 t=27014
guo duo 	過多	c=1 d=1 t=26180
guo fang 	國防	c=0 d=0.1 t=4985
guo fang ke da 	國防科大	c=1 d=1 t=4986
guo fen 	過分	c=2 d=1.00878 t=23464
guo fu 	国服	c=1 d=1 t=27292
guo fu 	國富	c=1 d=1 t=27291
guo gao 	過高	c=2 d=1 t=20767
guo hao 	過好	c=0 d=0.1 t=13277
guo hou 	過後	c=2 d=1 t=21939
guo ji 	國際	c=2 d=1.93239 t=23187
guo jia 	國家	c=2 d=1.956 t=17752
guo lai 	過來	c=4 d=1 t=19709
guo lai de 	过来的	c=1 d=1 t=7145
guo le 	過了	c=6 d=1 t=27280
guo nei 	國內	c=3 d=1 t=23244
guo nian 	過年	c=3 d=1.07065 t=10049
guo qi 	國企	c=5 d=1.95123 t=23270
guo qing 	國情	c=1 d=1 t=17756
guo qing 	國慶	c=2 d=1 t=9725
guo qu 	過去	c=5 d=1 t=26158
guo ran 	果然	c=6 d=1 t=18811
guo sheng ri 	過生日	c=1 d=1 t=9697
guo shi 	果實	c=1 d=1 t=12996
guo wai 	國外	c=2 d=0.160414 t=29023
guo wang 	過往	c=3 d=1.31982 t=18285
guo wang de 	過往的	c=1 d=1 t=3927
guo wo 	過我	c=0 d=0.1 t=5527
guo xiao 	過小	c=1 d=1 t=23688
guo yu 	過於	c=1 d=1 t=23145
ha 	哈	c=1 d=1 t=26768
ha ha 	哈哈	c=9 d=1 t=27033
ha ha ha 	哈哈哈	c=1 d=1 t=12447
ha si hu 	哈似乎	c=1 d=1 t=11001
hai 	嗨	c=1 d=1 t=7679
hai 	還	c=51 d=1.74675 t=28903
hai bu 	還不	c=0 d=0.1 t=18655
hai bu cuo 	还不错	c=4 d=1 t=19258
hai bu leng 	還不冷	c=1 d=1 t=6619
hai bu ru zi ji 	还不如自己	c=1 d=1 t=3989
hai bu shi 	還不是	c=2 d=1 t=12309
hai bu xin 	還不信	c=1 d=1 t=18656
hai bu zhi dao 	還不知道	c=1 d=1 t=14608
hai di 	海底	c=0 d=0.1 t=20478
hai di lao 	海底撈	c=1 d=1 t=20479
hai gei 	還給	c=1 d=1 t=1080
hai hao 	還好	c=7 d=1.31192 t=20054
hai hao ba 	还好吧	c=1 d=1 t=11013
hai hui 	還會	c=3 d=1.00001 t=25440
hai ji de 	还记得	c=2 d=1.00001 t=7872
hai ke yi 	還可以	c=2 d=0.0120032 t=29023
hai ke yi ba 	還可以吧	c=1 d=0.120633 t=29023
hai mei 	還沒	c=0 d=0.1 t=9694
hai mei dao 	還沒到	c=1 d=1 t=9695
hai mei you 	還沒有	c=3 d=1 t=24733
hai neng 	還能	c=2 d=1 t=11572
hai pa 	害怕	c=11 d=4.15081 t=24611
hai pa 	還怕	c=1 d=1 t=4741
hai qu 	還去	c=3 d=0.10107 t=7764
hai qu le 	還去了	c=1 d=1 t=7765
hai ren bu qian 	害人不淺	c=1 d=1 t=28077
hai shi 	還是	c=180 d=2.04006 t=29023
hai shi yao 	還是要	c=1 d=1 t=11251
hai shi you ge ren 	還是有個人	c=1 d=1 t=7255
hai shuo 	還說	c=2 d=1 t=14798
hai suan 	還算	c=5 d=1 t=27732
hai suan ke yi 	還算可以	c=1 d=1 t=7239
hai ta ma 	还他妈	c=1 d=1 t=14814
hai xiang 	還想	c=2 d=1 t=11631
hai xing 	還行	c=4 d=0.0109154 t=29023
hai xing ba 	還行吧	c=4 d=0.109701 t=29023
hai xiu 	害羞	c=4 d=1.956 t=21809
hai yao 	還要	c=4 d=1 t=26773
hai yi wei 	还以为	c=1 d=1 t=6582
hai you 	還有	c=27 d=1.42631 t=28641
hai you dian 	还有点	c=1 d=1 t=6576
hai you ge 	还有个	c=1 d=1 t=6365
hai you ren 	还有人	c=1 d=1 t=27697
hai you ruan jian 	還有軟件	c=1 d=1 t=6482
hai you shen me 	還有什麼	c=1 d=1 t=4854
hai you yi ge 	还有一个	c=0 d=0.1 t=4964
hai you yi ge jiu shi 	还有一个就是	c=1 d=1 t=4965
hai zai 	還在	c=4 d=1 t=15912
hai zi 	孩子	c=3 d=1.54881 t=17649
haixiu 	o<(=////▽////=)>o	c=1 d=1 t=3946
han 	喊	c=1 d=1 t=11453
han de 	漢德	c=1 d=1 t=10079
han han 	憨憨	c=3 d=1 t=13466
han jia 	寒假	c=3 d=1.54881 t=9303
han leng 	寒冷	c=4 d=1.00046 t=5966
han pi 	憨批	c=1 d=1 t=712
hang kong 	航空	c=1 d=1 t=15524
hang ye 	行業	c=6 d=0.179816 t=17719
hao 	好	c=44 d=1.33182 t=27921
hao 	耗	c=2 d=1 t=28049
hao 	號	c=3 d=1 t=27544
hao bi 	好比	c=2 d=1.30119 t=25138
hao bu 	毫不	c=1 d=1 t=28524
hao bu rong yi 	好不容易	c=2 d=1.99501 t=10611
hao chi 	好吃	c=1 d=1 t=20517
hao chu 	好處	c=3 d=0.169483 t=29023
hao de 	好的	c=11 d=0.0249075 t=29023
hao di 	好滴	c=1 d=1 t=19468
hao dian 	好點	c=3 d=1 t=19636
hao duo 	好多	c=2 d=0.201897 t=29023
hao fei 	好废	c=1 d=1 t=20594
hao gan 	好感	c=1 d=1 t=5493
hao gui 	好貴	c=2 d=1 t=25903
hao hao 	好好	c=13 d=0.357007 t=29023
hao hao zhen xi 	好好珍惜	c=1 d=1 t=6201
hao huo se 	好貨色	c=1 d=1 t=1771
hao ji 	好幾	c=0 d=0.1 t=11221
hao ji ci 	好幾次	c=1 d=1 t=9957
hao ji ge 	好幾個	c=1 d=1 t=5888
hao ji jin 	好幾斤	c=1 d=1 t=11222
hao jiao 	好覺	c=1 d=1 t=28627
hao jiu 	好久	c=1 d=1 t=11425
hao kai xin 	好开心	c=1 d=1 t=2066
hao kan 	好看	c=3 d=0.140156 t=29023
hao kan de 	好看的	c=2 d=1.43605 t=20158
hao kuai 	好快	c=2 d=1.00061 t=9622
hao la 	好啦	c=1 d=1 t=2233
hao le 	好了	c=5 d=1.00554 t=22982
hao lei 	好累	c=1 d=1 t=12219
hao leng 	好冷	c=2 d=1 t=11258
hao nan shou 	好難受	c=1 d=1 t=20849
hao qi 	好奇	c=2 d=1 t=12388
hao ren 	好人	c=1 d=1 t=20890
hao sang zi 	好嗓子	c=0 d=0.1 t=4558
hao shang 	好上	c=0 d=0.1 t=8951
hao shang le 	好上了	c=1 d=1 t=8952
hao shao 	好少	c=1 d=1 t=5908
hao shuo 	好說	c=2 d=1 t=8706
hao si 	好似	c=1 d=1 t=2624
hao tao yan 	好討厭	c=1 d=1 t=5739
hao ting 	好聽	c=1 d=1 t=21400
hao wu yi yi 	毫無意義	c=5 d=1 t=20651
hao xiang 	好像	c=15 d=1.00004 t=12709
hao xiang 	好象	c=2 d=1.00336 t=4972
hao xiang shi 	好象是	c=3 d=1.37274 t=8175
hao xiao 	好笑	c=1 d=1 t=11160
hao yi dian 	好一点	c=1 d=1 t=11635
hao yong 	好用	c=1 d=1 t=2025
hao you 	好友	c=1 d=1 t=4508
he 	合	c=3 d=1.03572 t=20050
he 	和	c=268 d=1.82024 t=29023
he 	喝	c=1 d=1 t=9748
he 	賀	c=2 d=1 t=9973
he 	鶴	c=0 d=0.1 t=2027
he ai 	和藹	c=1 d=1 t=4938
he bi 	何必	c=2 d=1 t=21383
he bi ne 	何必呢	c=1 d=1 t=5036
he bing 	合併	c=3 d=1.02739 t=20047
he bing dai ma 	合併代碼	c=1 d=1 t=19789
he dai ma 	合代碼	c=1 d=1 t=19350
he dong 	河東	c=1 d=1 t=5715
he fan 	盒飯	c=1 d=1 t=27815
he he 	呵呵	c=3 d=1 t=28356
he ji qiao 	和技巧	c=1 d=1 t=10141
he jia liang 	贺嘉良	c=1 d=1 t=6682
he jiu 	喝酒	c=3 d=1.75239 t=10839
he kuang 	何況	c=1 d=1 t=26673
he le 	和了	c=1 d=1 t=9940
he li 	合理	c=2 d=1.82696 t=11973
he li de 	合理的	c=1 d=1 t=11694
he li you xu 	合理有序	c=1 d=1 t=11667
he qu 	和區	c=1 d=1 t=6707
he shao 	喝少	c=1 d=1 t=13212
he shen 	合身	c=1 d=1 t=20244
he shui 	喝水	c=3 d=1 t=23553
he ta 	和她	c=2 d=1 t=26960
he ti 	合體	c=1 d=1 t=12757
he wo 	和我	c=1 d=1 t=6903
he zhao 	合照	c=1 d=1 t=13108
he zu 	合租	c=1 d=1 t=8020
hei 	黑	c=2 d=1.00019 t=6748
hei an 	黑暗	c=2 d=1.84366 t=12981
hei ban 	黑板	c=0 d=0.1 t=6086
hei ban zi 	黑板字	c=1 d=1 t=6087
hei dong 	黑洞	c=4 d=3.66109 t=2349
hei li shi 	黑歷史	c=1 d=1 t=5304
hei lian 	黑臉	c=1 d=1 t=2970
hei ping guo 	黑苹果	c=1 d=1 t=7367
hei se 	黑色	c=2 d=1.83527 t=12979
hei yan quan 	黑眼圈	c=1 d=1 t=7310
hei ye 	黑夜	c=1 d=1 t=12982
hen 	很	c=112 d=0.734816 t=29023
hen 	恨	c=2 d=1.65705 t=2177
hen bu cuo 	很不錯	c=8 d=1 t=22652
hen bu gou 	很不夠	c=1 d=1 t=12744
hen bu yi yang 	很不一樣	c=1 d=1 t=4484
hen cha 	很差	c=2 d=1.2265 t=13492
hen da 	很大	c=12 d=0.208045 t=29023
hen di 	很低	c=1 d=1 t=21754
hen di di 	很弟弟	c=1 d=0.111917 t=29023
hen dong 	很懂	c=1 d=1 t=754
hen dou 	很陡	c=1 d=0.215456 t=29023
hen du 	很毒	c=1 d=1 t=17181
hen dui 	很對	c=1 d=1 t=18952
hen duo 	很多	c=149 d=1.04296 t=29023
hen duo de 	很多的	c=1 d=1 t=9219
hen duo dian 	很多點	c=1 d=1 t=21208
hen duo dong xi 	很多東西	c=1 d=1 t=3769
hen duo ren 	很多人	c=2 d=1 t=18820
hen duo shi hou 	很多時候	c=3 d=1.00011 t=18985
hen duo shi qing 	很多事情	c=1 d=1 t=20648
hen duo shu 	很多書	c=2 d=1 t=9456
hen fan 	很煩	c=1 d=1 t=27976
hen fei 	很廢	c=1 d=1 t=5201
hen gan ga 	很尴尬	c=1 d=1 t=19650
hen gao 	很高	c=1 d=1 t=6109
hen guang 	很廣	c=1 d=1 t=15889
hen hai pa 	很害怕	c=1 d=1 t=10020
hen hao 	很好	c=9 d=1 t=21988
hen hao wan 	很好玩	c=1 d=1 t=7779
hen hui 	很會	c=1 d=1 t=12711
hen jian dan 	很簡單	c=0 d=0.1 t=1556
hen jian dan dan 	很簡單單	c=1 d=1 t=1557
hen jiang 	很僵	c=1 d=1 t=9673
hen jin 	很近	c=1 d=1 t=20918
hen kai xin 	很開心	c=3 d=1 t=26198
hen kai xin ne 	很開心呢	c=1 d=1 t=3267
hen kuai 	很快	c=1 d=1 t=20044
hen kui 	很虧	c=1 d=1 t=20016
hen la ji 	很垃圾	c=1 d=1 t=11280
hen lei 	很累	c=1 d=1 t=891
hen man 	很慢	c=1 d=1 t=2510
hen mei hao 	很美好	c=1 d=1 t=12523
hen ming xian 	很明顯	c=1 d=1 t=11735
hen nan 	很難	c=9 d=0.320684 t=29023
hen nan shou 	很難收	c=1 d=0.551563 t=29023
hen pa 	很怕	c=1 d=1 t=8760
hen pa yang 	很怕癢	c=1 d=1 t=12411
hen pian pi 	很便辟	c=1 d=1 t=5232
hen qiang 	很強	c=2 d=0.131994 t=29023
hen qiang da 	很强大	c=1 d=1 t=17221
hen rong 	很容	c=1 d=1 t=3211
hen rong yi 	很容易	c=4 d=1 t=26985
hen ruo 	很弱	c=1 d=1 t=24221
hen shao 	很少	c=7 d=1 t=25578
hen shen 	很深	c=0 d=0.1 t=7037
hen shui 	很水	c=1 d=1 t=17307
hen wan 	很晚	c=1 d=1 t=22236
hen xi huan 	很喜歡	c=4 d=1 t=14263
hen xia 	狠下	c=0 d=0.1 t=23729
hen xia xin 	狠下心	c=1 d=1 t=23730
hen xiang 	很像	c=4 d=1.33121 t=26233
hen xiang chu qu 	很想出去	c=1 d=1 t=9411
hen xiao 	很小	c=2 d=1.01122 t=8273
hen you 	很有	c=1 d=1 t=13506
hen you 	很油	c=1 d=1 t=13505
hen you bi yao 	很有必要	c=1 d=1 t=22685
